Gen1:1 [1]起初[2]神[3]创造[4]诸天与地，
2Ch29:32 会众所奉来的燔祭，数目如下：公牛七十只，公羊一百只，羊羔二百只，这些都是作燔祭献给耶和华的。
2Ch29:33 又有分别为圣之物，公牛六百只，绵羊三千只。
2Ch29:34 但祭司太少，不能剥尽燔祭牲的皮，所以他们的弟兄利未人帮助他们，直等献燔祭的工作完了，又等其余的祭司使自己分别为圣了，因为利未人在使自己分别为圣的事上心正意诚，胜过祭司。
2Ch29:35 并且燔祭和平安祭牲的脂油，以及与燔祭同献的奠祭甚多。这样，耶和华殿中的事奉都建立齐备了。
2Ch29:36 这事办得甚速，希西家和众民因神为众民所预备的，就都喜乐。
2Ch30:1 希西家差遣人去见[1]以色列和犹大众人，又写信给以法莲人和玛拿西人，叫他们到耶路撒冷耶和华的殿，向耶和华以色列的神守逾越节；
2Ch30:2 因为王和众首领，并耶路撒冷全会众已经商议，要在二月守逾越节；
2Ch30:3 [1]正月间他们不能守，因为使自己分别为圣的祭司尚不敷用，百姓也没有聚集在耶路撒冷。
2Ch30:4 王与全会众都以这事为美。
2Ch30:5 于是立了命令，传遍全以色列，从别是巴直到但，叫他们都来，在耶路撒冷向耶和华以色列的神守逾越节；因为他们[1]许久没有照所写的例守节了。
2Ch30:6 跑信的就带着王和众首领手中所发的信，遵着王命走遍全以色列和犹大；信内说，以色列人哪，你们当转向耶和华亚伯拉罕、以撒、以色列的神，好叫祂转向你们这脱离亚述诸王之手的余民。
2Ch30:7 你们不要像你们的列祖和你们的弟兄一样；他们干犯耶和华他们列祖的神，以致耶和华使他们荒凉，正如你们所见的。
2Ch30:8 现在不要像你们的列祖硬着颈项，只要归顺耶和华，进入祂所永远分别为圣的圣所；又要事奉耶和华你们的神，好使祂的烈怒转离你们。
2Ch30:9 你们若转向耶和华，你乀¬的弟兄和儿女必在掳掠他们的人面前蒙怜恤，得以归回这地，因为耶和华你们的神有恩典、有怜恤；你们若转向祂，祂必不转脸不顾你们。
2Ch30:10 跑信的就由这城到那城，走遍以法莲和玛拿西地，直到西布伦；那里的人却戏笑他们，讥诮他们。
2Ch30:11 然而亚设、玛拿西、西布伦中也有人自卑，来到耶路撒冷。
2Ch30:12 神的手也在犹大人身上，赐他们同一的心，使他们遵行王与众首领凭耶和华之言所发的命令。
2Ch30:13 二月，有许多百姓在耶路撒冷聚集，成为极大的会，要守除酵节。
2Ch30:14 他们起来，把耶路撒冷的祭坛和一切香坛尽都除去，抛在汲沦溪中。
2Ch30:15 二月十四日，宰了逾越节的羊羔。祭司与利未人觉得惭愧，就使自己分别为圣，把燔祭奉到耶和华殿中。
2Ch30:16 他们遵着神人摩西的律法，照例站在自己的地方；祭司从利未人手里接过血来，洒在坛上。
2Ch30:17 会中有许多人尚未使自己分别为圣，所以利未人为一切不洁之人宰逾越节的羊羔，使他们圣别归耶和华。
2Ch30:18 以法莲、玛拿西、以萨迦、西布伦有许多人尚未自洁，他们却也吃逾越节的羊羔，不合所记录的定例。希西家为他们祷告，说，
2Ch30:19 凡心中预备好寻求神，就是耶和华他列祖之神的，虽不照着圣所洁净之礼自洁，求至善的耶和华也[1]宽恕他。
2Ch30:20 耶和华垂听希西家的祷告，就[1]饶恕百姓。
2Ch30:21 在耶路撒冷的以色列人大大喜乐，守除酵节七日；利未人和祭司用响亮的乐器，日日赞美耶和华。
2Ch30:22 希西家慰勉一切善于事奉耶和华的利未人；于是众人吃节期的筵席七日，献平安祭，又称颂耶和华他们列祖的神。
2Ch30:23 全会众商议，要再守节七日；于是欢欢喜喜的又守节七日。
2Ch30:24 犹大王希西家赐给会众公牛一千只，羊七千只为祭物；众首领也赐给会众公牛一千只，羊一万只，并有许多的祭司使自己分别为圣。
2Ch30:25 犹大全会众、祭司、利未人、并那从以色列来的会众、以及从以色列地来住在犹大的寄居者，尽都喜乐。
2Ch30:26 这样，在耶路撒冷大有喜乐，自从以色列王大卫儿子所罗门的时候，在耶路撒冷没有这样的喜乐。
2Ch30:27 那时，祭司利未人起来，为民祝福；他们的声音蒙神垂听，他们的祷告达到天上祂的圣所。
2Ch31:1 这事既都完毕，在那里的以色列众人就出到犹大的诸城邑，打碎柱像，砍下木像，又在全犹大、便雅悯、以法莲和玛拿西，将邱坛和祭坛拆毁净尽。于是以色列众人都回到自己的城，各归自己的地业。
2Ch31:2 希西家[1]派定祭司和利未人的班次，使祭司和利未人各按班次，各照职任，献燔祭和平安祭，在耶和华[2]殿门内事奉，称谢赞美耶和华。
2Ch31:3 又从王的产业中设定作燔祭的部分，作早晚的燔祭，和安息日、月朔、并节期的燔祭，都是按耶和华律法上所记载的。
2Ch31:4 他又吩咐住耶路撒冷的百姓将祭司和利未人所应得的分给他们，使他们专心履行耶和华的律法。
2Ch31:5 谕旨一出，以色列人就把初熟的五谷、新酒、新油、蜜、和田地各样的出产，多多送来，又把各物的十分之一多多送来。
2Ch31:6 住犹大各城的以色列人和犹大人，也将牛羊的十分之一，并分别为圣归耶和华他们神之圣物中的十分之一，尽都送来，累积成堆。
2Ch31:7 从三月开始[1]堆积，到七月才完。
2Ch31:8 希西家和众首领来，看见堆积的物品，就颂赞耶和华，又为耶和华的民以色列人祝福。
2Ch31:9 希西家向祭司和利未人查问这堆积的物品；
2Ch31:10 撒督家的祭司长亚撒利雅对他说，自从民将[1]供物送到耶和华殿以来，我们不但吃饱，且剩下的甚多；因为耶和华赐福给祂的民，所剩下的才这样丰盛。
2Ch31:11 希西家吩咐在耶和华殿里预备仓房，他们就预备了。
2Ch31:12 他们忠信的将供物和十分取一之物，并分别为圣之物，都搬入仓内。利未人歌楠雅掌管这些物品，他兄弟示每为副管，
2Ch31:13 耶歇、亚撒细雅、拿哈、亚撒黑、耶利末、约撒拔、以列、伊斯玛基雅、玛哈、比拿雅都是督理，在歌楠雅和他兄弟示每的手下，是希西家王和管理神殿的亚撒利雅所派的。
2Ch31:14 守东门的利未人音拿的儿子可利，掌管献与神的甘心祭，发放献与耶和华的供物和至圣的物。
2Ch31:15 在他手下有伊甸、岷雅岷、耶书亚、示玛雅、亚玛利雅、示迦尼雅，在祭司的各城里忠信的供职，弟兄无论大小，都按着班次，把他们应得的分，分给他们。
2Ch31:16 但那些按家谱登记，从三岁以上的男丁，凡每日照本分进耶和华的殿供职，按班次尽职守的，不包括在内。
2Ch31:17 至于祭司家谱的登记，乃是按宗族；二十岁以上之利未人的登记，乃是按班次中的职守。
2Ch31:18 按家谱所登记的，包括他们所有的小孩、妻子、儿女，就是他们的全体会众；因他们在圣别中，忠信的将自己分别为圣。
2Ch31:19 至于亚伦子孙作祭司，住在各城郊野的，在每一城都有题名的人，把应得的分，分给祭司中所有的男丁，和一切按家谱登记的利未人。
2Ch31:20 希西家在犹大遍地这样办理，在耶和华他的神面前行美善、正直、忠信的事。
2Ch31:21 凡他着手所办的事，无论是关于神殿的事奉，或是遵照律法和诫命，为要寻求他的神，他都尽心去行，无不亨通。
2Ch32:1 希西家行了这些忠信的事以后，亚述王西拿基立来侵入犹大，对着坚固城扎营，想要攻破占为己有。
2Ch32:2 希西家见西拿基立来，定[1]意要攻打耶路撒冷，
2Ch32:3 就与首领和勇士商议，塞住城外的[1]水泉；他们就都帮助他。
2Ch32:4 于是有许多人聚集，塞了一切水泉，并通流那地的小河，说，亚述诸王来，为何让他们得着许多水呢？
2Ch32:5 希西家奋勇自强，修筑所有拆毁的城墙，[1]在城墙上立起城楼，并且在城外另筑一城墙；他又坚固大卫城的米罗，制造了许多兵器、盾牌。
2Ch32:6 他设立军长管理百姓，将他们招聚到城门的宽阔处，慰勉他们，说，
2Ch32:7 你们当刚强壮胆，不要因亚述王和跟随他的所有军众惧怕、惊惶，因为与我们同在的，比与他们同在的更大：
2Ch32:8 与他们同在的是肉臂，与我们同在的却是耶和华我们的神，祂帮助我们，为我们争战。百姓就靠犹大王希西家的话，安然无惧了。
2Ch32:9 此后，亚述王西拿基立和他的全军攻打拉吉，就差遣臣仆到耶路撒冷，见犹大王希西家和一切在耶路撒冷的犹大人，说，
2Ch32:10 亚述王西拿基立如此说，你们倚靠什么，还留在耶路撒冷受困呢？
2Ch32:11 希西家对你们说，耶和华我们的神必救我们脱离亚述王的手，这不是诱劝你们，使你们受饥渴而死么？
2Ch32:12 这希西家岂不是曾将耶和华的邱坛和祭坛废去，且吩咐犹大与耶路撒冷的人说，你们当在一个坛前敬拜，在其上烧香么？
2Ch32:13 我与我列祖向各地众民所行的，你们岂不知道么？各地列邦的神何尝能救自己的地脱离我的手呢？
2Ch32:14 我列祖所灭绝的国，那些神中谁能救自己的民脱离我的手呢？难道你们的神能救你们脱离我的手么？
2Ch32:15 所以现在不要让希西家这样欺哄诱劝你们，也不要信他；因为没有任何一邦一国的神，能救自己的民脱离我的手和我列祖的手；何况你们的神，更不能救你们脱离我的手！
2Ch32:16 西拿基立的臣仆还说了别的话，攻击耶和华神和祂的仆人希西家。
2Ch32:17 西拿基立也写信辱骂耶和华以色列的神，攻击祂，说，各地列邦的神怎样不能救自己的民脱离我的手，希西家的神也照样不能救自己的民脱离我的手。
2Ch32:18 亚述王的臣仆用犹大语向城墙上耶路撒冷的民大声呼叫，要使他们惧怕、惊惶，以便取城。
2Ch32:19 他们说话攻击耶路撒冷的神，如同攻击地上诸民的神，就是人手所造的神一样。
2Ch32:20 希西家王和亚摩斯的儿子申言者以赛亚为此祷告，向天呼求。
2Ch32:21 耶和华就差遣一个使者，把亚述王营中所有大能的勇士、首领和将帅，尽都灭了。亚述王满面含羞的回到他的本地，进了他神的庙中，[1]他亲生的几个儿子在那里用刀杀了他。
2Ch32:22 这样，耶和华救了希西家和耶路撒冷的居民，脱离亚述王西拿基立的手，也脱离一切仇敌的手，并且四围[1]护卫了他们。
2Ch32:23 有许多人到耶路撒冷，将供物献与耶和华，又将宝物送给犹大王希西家，以致希西家从此在列邦人的眼中看为尊高。
2Ch32:24 那些日子，希西家病得要死，就祷告耶和华；耶和华对他说话，赐他一个兆头。
2Ch32:25 希西家却没有照他所受的好处报答耶和华，因他心里高傲；故此忿怒要临到他和犹大并耶路撒冷。
2Ch32:26 但希西家和耶路撒冷的居民自觉心里高傲，就一同自卑，以致耶和华的忿怒在希西家的日子，没有临到他们。
2Ch32:27 希西家大有财富和尊荣，为自己建造府库，收藏金银、宝石、香料、盾牌、和各样的珍宝；
2Ch32:28 又建造仓房，收藏所出产的五谷、新酒和新油，又为各类牲口盖棚，为羊群筑圈。
2Ch32:29 并且为自己建造城邑，还获得许多的羊群牛群，因为神赐他极多的财产。
2Ch32:30 这希西家也塞住基训水流的上泉，引水直下，流在大卫城的西边。希西家所作的事尽都亨通。
2Ch32:31 惟有一件事，就是巴比伦王侯的[1]使者奉差遣来见希西家，访问那地所发生的奇事；在这件事上神离弃他，要试验他，好知道他心中的一切。
2Ch32:32 希西家其余的事和他所行忠信的事，都写在犹大、以色列的诸王记上，亚摩斯的儿子申言者以赛亚的异象书中。
2Ch32:33 希西家与他列祖同睡，人将他葬在大卫子孙墓地的高坡；他死的时候，犹大众人和耶路撒冷的居民，都向他致敬。<br class="split">他儿子玛拿西接续他作王。
2Ch33:1 玛拿西登基的时候年十二岁，在耶路撒冷作王五十五年。
2Ch33:2 他行耶和华眼中看为恶的事，就像耶和华在以色列人面前赶出的外邦人所行可憎的事一样。
2Ch33:3 他重建他父亲希西家所拆毁的邱坛，又为诸巴力立坛，造亚舍拉像，且敬拜事奉天上的万象。
2Ch33:4 他又在耶和华的殿中筑坛；耶和华曾指着这殿说，我的名必永远在耶路撒冷。
2Ch33:5 他在耶和华殿的两院中为天上的万象筑坛，
2Ch33:6 并在[1]欣嫩子谷使他的儿女经火，又观兆，行法术，用邪术，立交鬼的和行巫术的，多行耶和华眼中看为恶的事，惹动祂的怒气。
2Ch33:7 他又把他所造的雕像放在神的殿内；论到这殿，神曾对大卫和他儿子所罗门说，我要在这殿，并在我从以色列众支派中所选择的耶路撒冷，立我的名，直到永远；
2Ch33:8 只要以色列人照着我藉摩西所颁赐的一切律法、律例和典章，谨守遵行我所吩咐他们的一切，我就不再使他们的脚挪移离开我所派定给他们列祖之地。
